model,environment,complexity,grammar,instruction_type,reward_type,average_success_rate,std_success_rate,random_agent_average_success_rate,random_agent_std_success_rate,evaluated_env
curriculum_step_cost,GPS_Average-Regular_Approach2_527797.4164161287_1251333.701012468.z8,0.76-1,8,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,NWW_perspire_Approach2_505708.3333333333_1427632.6315789474.z8,0.26-0.51,8,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,NWW_perspire_Approach2_505708.3333333333_1427632.6315789474.z8,0.26-0.51,8,incomplete,step_cost,0.81,38.0,0.0,0.0,unseen
curriculum_step_cost,U_perspire_Approach2_502763.3333333333_1556832.6315789474.z8,0-0.26,8,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,DJI_perspire_Boundaries_567103.001_1148480.001.z8,0.51-0.76,8,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,DJI_perspire_Boundaries_567103.001_1148480.001.z8,0.51-0.76,8,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,XT_arial_Approach1_545363.0_2531400.0.z8,0.51-0.76,8,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,XT_arial_Approach1_545363.0_2531400.0.z8,0.51-0.76,8,incomplete,step_cost,0.806,38.8,0.0,0.0,unseen
curriculum_step_cost,UJ_Average-Regular_Approach2_525077.0_1583514.0.z8,0.51-0.76,8,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,EL_Average-Regular_Approach2_527742.0_1179125.0.z8,0.51-0.76,8,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,TSM_Average-Regular_Approach2_525108.7512146088_1548825.2932652035.z8,0.76-1,8,complete,step_cost,0.616,47.03,0.0,0.0,unseen
curriculum_step_cost,TSM_Average-Regular_Approach2_525108.7512146088_1548825.2932652035.z8,0.76-1,8,incomplete,step_cost,0.43,46.54,0.0,0.0,unseen
curriculum_step_cost,DMF_Average-Regular_Approach2_530030.0_1153410.0.z8,0.51-0.76,8,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,DMF_Average-Regular_Approach2_530030.0_1153410.0.z8,0.51-0.76,8,incomplete,step_cost,0.81,38.0,0.0,0.0,unseen
curriculum_step_cost,SL_arial_Approach1_547327.0_2341400.0.z8,0.51-0.76,8,complete,step_cost,0.903,28.768,0.07,0.255,unseen
curriculum_step_cost,SL_arial_Approach1_547327.0_2341400.0.z8,0.51-0.76,8,incomplete,step_cost,0.999,0.3,0.01,0.099,unseen
curriculum_step_cost,AEJ_arial_Approach2_525033.75_1733426.6525957661.z8,0.51-0.76,8,complete,step_cost,0.806,38.803,0.0,0.0,unseen
curriculum_step_cost,AEJ_arial_Approach2_525033.75_1733426.6525957661.z8,0.51-0.76,8,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,UNY_arial_Approach1_549299.5000000002_2432745.516271033.z8,0.51-0.76,8,complete,step_cost,0.71,44.301,0.0,0.0,unseen
curriculum_step_cost,UNY_arial_Approach1_549299.5000000002_2432745.516271033.z8,0.51-0.76,8,incomplete,step_cost,0.903,29.1,0.0,0.0,unseen
curriculum_step_cost,JO_Average-Regular_Approach2_527461.3271079133_1343925.6873446386.z8,0.51-0.76,8,complete,step_cost,0.903,29.1,0.0,0.0,unseen
curriculum_step_cost,DJI_arial_Approach1_547567.9107054612_1942916.5890068843.z8,0.51-0.76,8,complete,step_cost,0.903,29.1,0.0,0.0,unseen
curriculum_step_cost,DJI_arial_Approach1_547567.9107054612_1942916.5890068843.z8,0.51-0.76,8,incomplete,step_cost,0.903,29.1,0.0,0.0,unseen
curriculum_step_cost,SDF_arial_Approach2_528947.9473684211_2263808.0.z8,0.76-1,8,complete,step_cost,0.904,28.8,0.0,0.0,unseen
curriculum_step_cost,SDF_arial_Approach2_528947.9473684211_2263808.0.z8,0.76-1,8,incomplete,step_cost,0.999,0.3,0.0,0.0,unseen
curriculum_step_cost,GEZ_arial_Approach2_526301.7142857143_1962328.0.z8,0.51-0.76,8,complete,step_cost,0.904,28.8,0.0,0.0,unseen
curriculum_step_cost,GEZ_arial_Approach2_526301.7142857143_1962328.0.z8,0.51-0.76,8,incomplete,step_cost,0.9,29.003,0.0,0.0,unseen
curriculum_step_cost,SF_Average-Regular_Approach2_526253.6928260128_1488336.2896669304.z8,0.51-0.76,8,complete,step_cost,0.999,0.3,0.0,0.0,unseen
curriculum_step_cost,SF_Average-Regular_Approach2_526253.6928260128_1488336.2896669304.z8,0.51-0.76,8,incomplete,step_cost,0.904,28.468,0.0,0.0,unseen
curriculum_step_cost,KJP_arial_Approach1_547744.0_2159463.0.z8,0.51-0.76,8,complete,step_cost,0.903,28.768,0.01,0.099,unseen
curriculum_step_cost,KJP_arial_Approach1_547744.0_2159463.0.z8,0.51-0.76,8,incomplete,step_cost,0.905,28.5,0.01,0.099,unseen
curriculum_step_cost,YUT_Average-Regular_Approach2_525839.0_1701314.0.z8,0.76-1,8,complete,step_cost,0.608,48.01,0.0,0.0,unseen
curriculum_step_cost,CRK_Average-Regular_Approach2_529696.0_1100914.0.z8,0.76-1,8,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,SOG_perspire_Boundaries_565320.0_1505420.0.z8,0.51-0.76,8,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,SOG_perspire_Boundaries_565320.0_1505420.0.z8,0.51-0.76,8,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,FSB_Average-Regular_Approach2_527894.6801725186_1217727.2069072586.z8,0.76-1,8,complete,step_cost,0.904,28.8,0.0,0.0,unseen
curriculum_step_cost,FSB_Average-Regular_Approach2_527894.6801725186_1217727.2069072586.z8,0.76-1,8,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,WI_arial_Approach2_527792.375_2349038.2310668877.z8,0.51-0.76,8,complete,step_cost,0.902,29.4,0.0,0.0,unseen
curriculum_step_cost,OGW_Average-Regular_Approach2_526955.2401997691_1437422.9020537473.z8,0.76-1,8,complete,step_cost,0.02,0.0,0.0,0.0,unseen
curriculum_step_cost,LBP_arial_Approach2_527638.1391187396_2099094.3230607696.z8,0.51-0.76,8,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,LBP_arial_Approach2_527638.1391187396_2099094.3230607696.z8,0.51-0.76,8,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,LWC_Average-Regular_Approach2_525899.9123931624_1382088.1662393163.z8,0.76-1,8,complete,step_cost,0.51,49.0,0.0,0.0,unseen
curriculum_step_cost,NB_perspire_Boundaries_569656.0000095239_1404880.0009958774.z8,0.26-0.51,8,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,NB_perspire_Boundaries_569656.0000095239_1404880.0009958774.z8,0.26-0.51,8,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,LZT_arial_Approach1_547819.625_2178032.0.z8,0.51-0.76,8,complete,step_cost,1.0,0.0,0.03,0.171,unseen
curriculum_step_cost,LZT_arial_Approach1_547819.625_2178032.0.z8,0.51-0.76,8,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,CXS_Average-Regular_Approach1_548034.1563931057_1125577.1064721823.z8,0.51-0.76,8,complete,step_cost,0.902,29.4,0.0,0.0,unseen
curriculum_step_cost,CXS_Average-Regular_Approach1_548034.1563931057_1125577.1064721823.z8,0.51-0.76,8,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,HI_Average-Regular_Approach2_527064.7758286778_1263294.0.z8,0.51-0.76,6,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,HI_Average-Regular_Approach2_527064.7758286778_1263294.0.z8,0.51-0.76,6,incomplete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,B_Average-Regular_Approach1_545111.0_1062824.0.z8,0.51-0.76,6,complete,step_cost,0.808,38.4,0.0,0.0,seen
curriculum_step_cost,B_Average-Regular_Approach1_545111.0_1062824.0.z8,0.51-0.76,6,incomplete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,ZGC_Average-Regular_Approach1_545153.9763877091_1771510.7893767639.z8,0.76-1,6,complete,step_cost,0.904,28.8,0.0,0.0,seen
curriculum_step_cost,ZGC_Average-Regular_Approach1_545153.9763877091_1771510.7893767639.z8,0.76-1,6,incomplete,step_cost,0.999,0.3,0.0,0.0,seen
curriculum_step_cost,KIW_Average-Regular_Approach1_546260.0_1366824.0.z8,0.76-1,6,complete,step_cost,0.902,29.4,0.0,0.0,seen
curriculum_step_cost,KIW_Average-Regular_Approach1_546260.0_1366824.0.z8,0.76-1,6,incomplete,step_cost,0.905,28.5,0.0,0.0,seen
curriculum_step_cost,JCD_Average-Regular_Approach1_547524.3349056605_1331096.278301887.z8,0.51-0.76,6,complete,step_cost,0.808,38.4,0.0,0.0,seen
curriculum_step_cost,JCD_Average-Regular_Approach1_547524.3349056605_1331096.278301887.z8,0.51-0.76,6,incomplete,step_cost,0.905,28.5,0.0,0.0,seen
curriculum_step_cost,CRK_Average-Regular_Approach1_549281.0_1106372.0.z8,0.76-1,6,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,CRK_Average-Regular_Approach1_549281.0_1106372.0.z8,0.76-1,6,incomplete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,IP_arial_Approach2_525753.0_2026037.3333333335.z8,0.26-0.51,6,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,CBS_Average-Regular_Approach1_546832.3784065933_1092279.5.z8,0.51-0.76,6,complete,step_cost,0.904,28.8,0.03,0.171,seen
curriculum_step_cost,CBS_Average-Regular_Approach1_546832.3784065933_1092279.5.z8,0.51-0.76,6,incomplete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,ETC_perspire_Approach2_500320.0_1195620.0.z8,0-0.26,6,complete,step_cost,0.904,28.8,0.0,0.0,seen
curriculum_step_cost,ETC_perspire_Approach2_500320.0_1195620.0.z8,0-0.26,6,incomplete,step_cost,0.905,28.5,0.0,0.0,seen
curriculum_step_cost,BEV_Average-Regular_Approach1_547933.6927655565_1066661.104115366.z8,0.76-1,6,complete,step_cost,0.999,0.3,0.0,0.0,seen
curriculum_step_cost,BEV_Average-Regular_Approach1_547933.6927655565_1066661.104115366.z8,0.76-1,6,incomplete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,A_Average-Regular_Approach2_525768.0_999991.0.z8,0.51-0.76,6,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,A_Average-Regular_Approach2_525768.0_999991.0.z8,0.51-0.76,6,incomplete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,BO_Average-Regular_Approach1_546697.093434728_1077862.5473172662.z8,0.51-0.76,6,complete,step_cost,0.807,38.351,0.0,0.0,seen
curriculum_step_cost,AEY_Average-Regular_Approach1_546472.9076679603_1012256.9294065498.z8,0.51-0.76,6,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,AEY_Average-Regular_Approach1_546472.9076679603_1012256.9294065498.z8,0.51-0.76,6,incomplete,step_cost,0.903,29.1,0.0,0.0,seen
curriculum_step_cost,VNM_Average-Regular_Approach1_546015.6294029708_1657533.519746642.z8,0.76-1,6,complete,step_cost,0.904,28.8,0.02,0.14,seen
curriculum_step_cost,VNM_Average-Regular_Approach1_546015.6294029708_1657533.519746642.z8,0.76-1,6,incomplete,step_cost,0.876,37.2,0.0,0.0,seen
curriculum_step_cost,WW_Average-Regular_Approach1_546610.6666666666_1708853.5364495006.z8,0.76-1,6,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,WW_Average-Regular_Approach1_546610.6666666666_1708853.5364495006.z8,0.76-1,6,incomplete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,CUH_Average-Regular_Approach1_548197.6381731405_1114581.6465456714.z8,0.76-1,6,complete,step_cost,0.808,38.4,0.0,0.0,seen
curriculum_step_cost,MMK_arial_Approach1_545263.125_2189438.620689655.z8,0.51-0.76,6,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,MMK_arial_Approach1_545263.125_2189438.620689655.z8,0.51-0.76,6,incomplete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,ARV_Average-Regular_Approach1_547077.0340263674_1030550.9709598336.z8,0.76-1,6,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,ARV_Average-Regular_Approach1_547077.0340263674_1030550.9709598336.z8,0.76-1,6,incomplete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,KIW_arial_Approach1_546979.5536306141_2152807.8868319127.z8,0.51-0.76,6,complete,step_cost,0.904,28.8,0.0,0.0,seen
curriculum_step_cost,KIW_arial_Approach1_546979.5536306141_2152807.8868319127.z8,0.51-0.76,6,incomplete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,AW_Average-Regular_Approach1_546535.0_1036314.0.z8,0.76-1,6,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,AW_Average-Regular_Approach1_546535.0_1036314.0.z8,0.76-1,6,incomplete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,BTM_Average-Regular_Approach2_526626.3458504475_1072620.6181536037.z8,0.76-1,6,complete,step_cost,0.904,28.8,0.0,0.0,seen
curriculum_step_cost,BTM_Average-Regular_Approach2_526626.3458504475_1072620.6181536037.z8,0.76-1,6,incomplete,step_cost,0.905,28.5,0.0,0.0,seen
curriculum_step_cost,BTM_Average-Regular_Approach1_548064.0_1081904.0.z8,0.76-1,6,complete,step_cost,0.712,43.993,0.0,0.0,seen
curriculum_step_cost,AZH_Average-Regular_Approach1_549293.0876068375_1051488.1662393163.z8,0.76-1,6,complete,step_cost,0.904,28.8,0.0,0.0,seen
curriculum_step_cost,simplest_simplest_546025.6070834016_996382.4069940181.z8,0-0.26,6,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,AKV_Average-Regular_Approach1_548634.5645125471_1019060.8024650232.z8,0.76-1,6,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,AKV_Average-Regular_Approach1_548634.5645125471_1019060.8024650232.z8,0.76-1,6,incomplete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,NWW_Average-Regular_Approach1_552208.0_1442824.0.z8,0.76-1,6,complete,step_cost,0.902,29.4,0.0,0.0,seen
curriculum_step_cost,NWW_Average-Regular_Approach1_552208.0_1442824.0.z8,0.76-1,6,incomplete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,XJ_perspire_Approach2_502108.0_1665910.0120192308.z8,0-0.26,6,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,EHX_Average-Regular_Approach1_548395.005982906_1184505.7505982905.z8,0.51-0.76,6,complete,step_cost,0.903,28.768,0.0,0.0,seen
curriculum_step_cost,EHX_Average-Regular_Approach1_548395.005982906_1184505.7505982905.z8,0.51-0.76,6,incomplete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,AT_Average-Regular_Approach1_546603.8974585026_1054854.2159204248.z8,0.51-0.76,6,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,AT_Average-Regular_Approach1_546603.8974585026_1054854.2159204248.z8,0.51-0.76,6,incomplete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,ACI_Average-Regular_Approach1_547313.8275346498_1005814.3004094235.z8,0.51-0.76,6,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,GWG_Average-Regular_Approach2_530949.0_1259988.0.z8,0.76-1,6,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,GWG_Average-Regular_Approach2_530949.0_1259988.0.z8,0.76-1,6,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,GPS_Average-Regular_Approach2_527797.4164161287_1251333.701012468.z8,0.76-1,6,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,GPS_Average-Regular_Approach2_527797.4164161287_1251333.701012468.z8,0.76-1,6,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,NWW_perspire_Approach2_505708.3333333333_1427632.6315789474.z8,0.26-0.51,6,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,NWW_perspire_Approach2_505708.3333333333_1427632.6315789474.z8,0.26-0.51,6,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,U_perspire_Approach2_502763.3333333333_1556832.6315789474.z8,0-0.26,6,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,DJI_perspire_Boundaries_567103.001_1148480.001.z8,0.51-0.76,6,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,DJI_perspire_Boundaries_567103.001_1148480.001.z8,0.51-0.76,6,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,XT_arial_Approach1_545363.0_2531400.0.z8,0.51-0.76,6,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,XT_arial_Approach1_545363.0_2531400.0.z8,0.51-0.76,6,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,UJ_Average-Regular_Approach2_525077.0_1583514.0.z8,0.51-0.76,6,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,EL_Average-Regular_Approach2_527742.0_1179125.0.z8,0.51-0.76,6,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,EL_Average-Regular_Approach2_527742.0_1179125.0.z8,0.51-0.76,6,incomplete,step_cost,0.999,0.3,0.0,0.0,unseen
curriculum_step_cost,TSM_Average-Regular_Approach2_525108.7512146088_1548825.2932652035.z8,0.76-1,6,complete,step_cost,0.616,47.03,0.0,0.0,unseen
curriculum_step_cost,TSM_Average-Regular_Approach2_525108.7512146088_1548825.2932652035.z8,0.76-1,6,incomplete,step_cost,0.715,43.534,0.0,0.0,unseen
curriculum_step_cost,DMF_Average-Regular_Approach2_530030.0_1153410.0.z8,0.51-0.76,6,complete,step_cost,0.996,0.49,0.0,0.0,unseen
curriculum_step_cost,DMF_Average-Regular_Approach2_530030.0_1153410.0.z8,0.51-0.76,6,incomplete,step_cost,0.999,0.3,0.0,0.0,unseen
curriculum_step_cost,SL_arial_Approach1_547327.0_2341400.0.z8,0.51-0.76,6,complete,step_cost,0.904,28.8,0.03,0.171,unseen
curriculum_step_cost,SL_arial_Approach1_547327.0_2341400.0.z8,0.51-0.76,6,incomplete,step_cost,1.0,0.0,0.03,0.171,unseen
curriculum_step_cost,AEJ_arial_Approach2_525033.75_1733426.6525957661.z8,0.51-0.76,6,complete,step_cost,0.904,28.8,0.0,0.0,unseen
curriculum_step_cost,AEJ_arial_Approach2_525033.75_1733426.6525957661.z8,0.51-0.76,6,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,UNY_arial_Approach1_549299.5000000002_2432745.516271033.z8,0.51-0.76,6,complete,step_cost,1.0,0.0,0.01,0.099,unseen
curriculum_step_cost,UNY_arial_Approach1_549299.5000000002_2432745.516271033.z8,0.51-0.76,6,incomplete,step_cost,0.905,28.5,0.0,0.0,unseen
curriculum_step_cost,JO_Average-Regular_Approach2_527461.3271079133_1343925.6873446386.z8,0.51-0.76,6,complete,step_cost,0.71,44.299,0.0,0.0,unseen
curriculum_step_cost,JO_Average-Regular_Approach2_527461.3271079133_1343925.6873446386.z8,0.51-0.76,6,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,DJI_arial_Approach1_547567.9107054612_1942916.5890068843.z8,0.51-0.76,6,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,SDF_arial_Approach2_528947.9473684211_2263808.0.z8,0.76-1,6,complete,step_cost,0.712,43.993,0.0,0.0,unseen
curriculum_step_cost,GEZ_arial_Approach2_526301.7142857143_1962328.0.z8,0.51-0.76,6,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,GEZ_arial_Approach2_526301.7142857143_1962328.0.z8,0.51-0.76,6,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,SF_Average-Regular_Approach2_526253.6928260128_1488336.2896669304.z8,0.51-0.76,6,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,KJP_arial_Approach1_547744.0_2159463.0.z8,0.51-0.76,6,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,KJP_arial_Approach1_547744.0_2159463.0.z8,0.51-0.76,6,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,YUT_Average-Regular_Approach2_525839.0_1701314.0.z8,0.76-1,6,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,CRK_Average-Regular_Approach2_529696.0_1100914.0.z8,0.76-1,6,complete,step_cost,0.904,28.8,0.0,0.0,unseen
curriculum_step_cost,CRK_Average-Regular_Approach2_529696.0_1100914.0.z8,0.76-1,6,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,SOG_perspire_Boundaries_565320.0_1505420.0.z8,0.51-0.76,6,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,SOG_perspire_Boundaries_565320.0_1505420.0.z8,0.51-0.76,6,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,FSB_Average-Regular_Approach2_527894.6801725186_1217727.2069072586.z8,0.76-1,6,complete,step_cost,0.904,28.8,0.0,0.0,unseen
curriculum_step_cost,FSB_Average-Regular_Approach2_527894.6801725186_1217727.2069072586.z8,0.76-1,6,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,WI_arial_Approach2_527792.375_2349038.2310668877.z8,0.51-0.76,6,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,OGW_Average-Regular_Approach2_526955.2401997691_1437422.9020537473.z8,0.76-1,6,complete,step_cost,0.02,0.0,0.0,0.0,unseen
curriculum_step_cost,LBP_arial_Approach2_527638.1391187396_2099094.3230607696.z8,0.51-0.76,6,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,LBP_arial_Approach2_527638.1391187396_2099094.3230607696.z8,0.51-0.76,6,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,LWC_Average-Regular_Approach2_525899.9123931624_1382088.1662393163.z8,0.76-1,6,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,NB_perspire_Boundaries_569656.0000095239_1404880.0009958774.z8,0.26-0.51,6,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,NB_perspire_Boundaries_569656.0000095239_1404880.0009958774.z8,0.26-0.51,6,incomplete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,LZT_arial_Approach1_547819.625_2178032.0.z8,0.51-0.76,6,complete,step_cost,1.0,0.0,0.02,0.14,unseen
curriculum_step_cost,CXS_Average-Regular_Approach1_548034.1563931057_1125577.1064721823.z8,0.51-0.76,6,complete,step_cost,1.0,0.0,0.0,0.0,unseen
curriculum_step_cost,HI_Average-Regular_Approach2_527064.7758286778_1263294.0.z8,0.51-0.76,4,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,HI_Average-Regular_Approach2_527064.7758286778_1263294.0.z8,0.51-0.76,4,incomplete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,B_Average-Regular_Approach1_545111.0_1062824.0.z8,0.51-0.76,4,complete,step_cost,0.807,38.601,0.0,0.0,seen
curriculum_step_cost,B_Average-Regular_Approach1_545111.0_1062824.0.z8,0.51-0.76,4,incomplete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,ZGC_Average-Regular_Approach1_545153.9763877091_1771510.7893767639.z8,0.76-1,4,complete,step_cost,0.712,43.993,0.0,0.0,seen
curriculum_step_cost,ZGC_Average-Regular_Approach1_545153.9763877091_1771510.7893767639.z8,0.76-1,4,incomplete,step_cost,0.62,46.54,0.0,0.0,seen
curriculum_step_cost,KIW_Average-Regular_Approach1_546260.0_1366824.0.z8,0.76-1,4,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,JCD_Average-Regular_Approach1_547524.3349056605_1331096.278301887.z8,0.51-0.76,4,complete,step_cost,0.806,38.803,0.0,0.0,seen
curriculum_step_cost,CRK_Average-Regular_Approach1_549281.0_1106372.0.z8,0.76-1,4,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,IP_arial_Approach2_525753.0_2026037.3333333335.z8,0.26-0.51,4,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,CBS_Average-Regular_Approach1_546832.3784065933_1092279.5.z8,0.51-0.76,4,complete,step_cost,0.711,44.146,0.0,0.0,seen
curriculum_step_cost,CBS_Average-Regular_Approach1_546832.3784065933_1092279.5.z8,0.51-0.76,4,incomplete,step_cost,0.905,28.5,0.0,0.0,seen
curriculum_step_cost,ETC_perspire_Approach2_500320.0_1195620.0.z8,0-0.26,4,complete,step_cost,0.904,28.8,0.0,0.0,seen
curriculum_step_cost,ETC_perspire_Approach2_500320.0_1195620.0.z8,0-0.26,4,incomplete,step_cost,0.905,28.5,0.0,0.0,seen
curriculum_step_cost,BEV_Average-Regular_Approach1_547933.6927655565_1066661.104115366.z8,0.76-1,4,complete,step_cost,0.904,28.8,0.0,0.0,seen
curriculum_step_cost,BEV_Average-Regular_Approach1_547933.6927655565_1066661.104115366.z8,0.76-1,4,incomplete,step_cost,0.905,28.5,0.0,0.0,seen
curriculum_step_cost,A_Average-Regular_Approach2_525768.0_999991.0.z8,0.51-0.76,4,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,BO_Average-Regular_Approach1_546697.093434728_1077862.5473172662.z8,0.51-0.76,4,complete,step_cost,0.808,38.4,0.0,0.0,seen
curriculum_step_cost,BO_Average-Regular_Approach1_546697.093434728_1077862.5473172662.z8,0.51-0.76,4,incomplete,step_cost,0.905,28.5,0.0,0.0,seen
curriculum_step_cost,AEY_Average-Regular_Approach1_546472.9076679603_1012256.9294065498.z8,0.51-0.76,4,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,AEY_Average-Regular_Approach1_546472.9076679603_1012256.9294065498.z8,0.51-0.76,4,incomplete,step_cost,0.81,38.0,0.0,0.0,seen
curriculum_step_cost,VNM_Average-Regular_Approach1_546015.6294029708_1657533.519746642.z8,0.76-1,4,complete,step_cost,0.904,28.8,0.02,0.14,seen
curriculum_step_cost,WW_Average-Regular_Approach1_546610.6666666666_1708853.5364495006.z8,0.76-1,4,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,CUH_Average-Regular_Approach1_548197.6381731405_1114581.6465456714.z8,0.76-1,4,complete,step_cost,1.0,0.0,0.0,0.0,seen
curriculum_step_cost,CUH_Average-Regular_Approach1_548197.6381731405_1114581.6465456714.z8,0.76-1,4,incomplete,step_cost,0.905,28.5,0.0,0.0,seen
curriculum_step_cost,MMK_arial_Approach1_545263.125_2189438.620689655.z8,0.51-0.76,4,complete,step_cost,1.0,0.0,0.0,0.0,seen
